Date,Open,High,Low,Close,Volume
2/1/2025 16:00:00,42660.09,42905.09,42174.8,42392.27,459855310
3/1/2025 16:00:00,42495.76,42782.76,42436.92,42732.13,455815002
6/1/2025 16:00:00,42835.52,43115.31,42611.16,42706.56,557042708
7/1/2025 16:00:00,42809.71,42931.54,42380.75,42528.36,621634846
8/1/2025 16:00:00,42542.1,42656.22,42327.79,42635.2,463433893
10/1/2025 16:00:00,42540.29,42540.29,41877.3,41938.45,543817886
13/1/2025 16:00:00,41924.68,42319.6,41844.89,42297.12,500196993
14/1/2025 16:00:00,42366.42,42544.57,42157.03,42518.28,454658522
15/1/2025 16:00:00,42927.76,43323.49,42927.76,43221.55,479115721
16/1/2025 16:00:00,43290.25,43294.81,43081.75,43153.13,504271067
17/1/2025 16:00:00,43312.55,43653.25,43312.55,43487.83,558951378
21/1/2025 16:00:00,43528.65,44050.13,43528.65,44025.81,592217443
22/1/2025 16:00:00,44178.06,44208.34,44042.11,44156.73,588435315
23/1/2025 16:00:00,44113.55,44565.26,44113.55,44565.07,444185347
24/1/2025 16:00:00,44533.75,44545.52,44332.22,44424.25,532231026
27/1/2025 16:00:00,44148.84,44727.85,44026.27,44713.58,1230156731
28/1/2025 16:00:00,44756.36,44976.35,44621.96,44850.35,915110348
29/1/2025 16:00:00,44819.55,44962.58,44579.1,44713.52,695191043
30/1/2025 16:00:00,44548.69,45008.75,44548.69,44882.13,714088502
31/1/2025 16:00:00,45054.36,45054.36,44507.22,44544.66,768531737
3/2/2025 16:00:00,44268.15,44594.54,43879.06,44421.91,712892630
4/2/2025 16:00:00,44469.46,44597.71,44328.52,44556.04,561364946
5/2/2025 16:00:00,44563.63,44886.88,44352.99,44873.28,552048582
6/2/2025 16:00:00,44949.19,44966.63,44545.27,44747.63,542250738
7/2/2025 16:00:00,44762.57,44857.11,44279.78,44303.4,552519093
10/2/2025 16:00:00,44396.92,44622.19,44301.42,44470.41,494605454
11/2/2025 16:00:00,44401.38,44640.6,44319.51,44593.65,453441576
12/2/2025 16:00:00,44357.7,44467.21,44104.48,44368.56,444479769
13/2/2025 16:00:00,44425.94,44768.26,44366.62,44711.43,513960537
14/2/2025 16:00:00,44720.99,44769.05,44498.96,44546.08,474573495
18/2/2025 16:00:00,44583.91,44602.02,44319.32,44556.34,551796930
19/2/2025 16:00:00,44478.12,44636.19,44312.65,44627.59,438886479
20/2/2025 16:00:00,44561.11,44561.11,43950.16,44176.65,448502301
21/2/2025 16:00:00,43820.13,43959.73,43349.33,43428.02,622552937
24/2/2025 16:00:00,43493.12,43699.15,43343.67,43461.21,615501551
25/2/2025 16:00:00,43509.74,43767.74,43282.98,43621.16,650491709
26/2/2025 16:00:00,43635.42,43866.5,43318.93,43433.12,590272561
27/2/2025 16:00:00,43516.44,43884.19,43224.53,43239.5,739625683
28/2/2025 16:00:00,43259.84,43873.55,43100.87,43840.91,798304255
3/3/2025 16:00:00,43900.49,44033.78,42919.31,43191.24,731565839
4/3/2025 16:00:00,43040.3,43084,42347.75,42520.99,815781869
5/3/2025 16:00:00,42518.37,43135.92,42418.73,43006.59,582352472
6/3/2025 16:00:00,42848.49,42970.49,42381.56,42579.08,643880978
7/3/2025 16:00:00,42503.07,42898.68,42175.62,42801.72,763441928
10/3/2025 16:00:00,42507.65,42541.36,41612.92,41911.71,840181216
11/3/2025 16:00:00,41837.95,41868.27,41175.37,41433.48,828160678
12/3/2025 16:00:00,41577.5,41721.36,41010.24,41350.93,712365590
13/3/2025 16:00:00,41280.05,41360.12,40661.77,40813.57,646776155
14/3/2025 16:00:00,41057.57,41528.11,40929.54,41488.19,600248083
17/3/2025 16:00:00,41460.22,42013.1,41412.75,41841.63,564198023
18/3/2025 16:00:00,41772.91,41787.25,41415.43,41581.31,569815045
19/3/2025 16:00:00,41613.19,42178.41,41613.19,41964.63,577536904
20/3/2025 16:00:00,41795.26,42250.29,41695.61,41953.32,550458183
21/3/2025 16:00:00,41763.4,42011.4,41433.86,41985.35,1026601111
24/3/2025 16:00:00,42180.14,42638.85,42180.14,42583.32,548846281
25/3/2025 16:00:00,42635.54,42696.61,42441.83,42587.5,452202084
26/3/2025 16:00:00,42655.85,42821.83,42326.67,42454.79,592650283
27/3/2025 16:00:00,42432.96,42523.84,42142.19,42299.7,492221319
28/3/2025 16:00:00,42245.82,42258.15,41530,41583.9,532363752
31/3/2025 16:00:00,41382.52,42147.38,41148.13,42001.76,732221004
1/4/2025 16:00:00,41879.75,42140.66,41519.9,41989.96,514616026
2/4/2025 16:00:00,41736.08,42382.27,41629.7,42225.32,492057360
3/4/2025 16:00:00,40986.52,41173.62,40513.11,40545.93,945746916
4/4/2025 16:00:00,40097.9,40097.9,38264.87,38314.86,1290108622
7/4/2025 16:00:00,37879.65,39207.02,36611.78,37965.6,1363964384
8/4/2025 16:00:00,38827.1,39426.6,37103.86,37645.59,1051227010
9/4/2025 16:00:00,37387.91,40778.7,37275.69,40608.45,1412967501
